runtime,in01,in02,in03,in04,in05,in06,in07
234,124.5,1.5,0.8,0.0015,0,1,0
375,70,1.5,0.8,0.0015,0.03,1,0
309,96.74,1.5,0.8,0.0015,0,1,0
244,48.37,1.5,0.8,0.0015,0,0.5,0
217,48.1,1.5,0.8,0.0015,0.005,1,0
371,47.47368421,1.5,0.8,0.0015,0.01,0.0000001,0
256,10.78947368,1,1,0.0015,0,1,0
243,48.9,1.5,0.8,0.0015,0.001,2,0
239,102.6,1.5,0.8,0.003,0,1,0
258,23.09789474,1.5,0.8,0.0015,0,1,0
251,46.5,1.5,0.8,0.0015,0.001,0.0075,0
240,145.03,1.5,0.8,0.0015,0,1,0
7,98,1.5,0.8,0.0015,0,1,0
223,10.52631579,1.5,0.8,0.0015,0.001,100,0
235,15.78947368,1.5,0.8,0.001,0,1,0
317,139,1.5,0.8,0.0016,0,1,0
334,145.04,1.5,0.8,0.0015,0,1,0
303,5,1.5,0.8,0.0015,0.001,1,0
4,59.27452105,1.5,0.8,0.001,0,1,0
315,47.1,1.5,0.8,0.0015,0.005,1,0
210,144.45,1.5,0.8,0.0015,0,1,0
391,47.3,1.5,0.8,0.0015,0.002,1,0
276,145.104,1.5,0.8,0.0015,0.001,1,0
282,107.8947368,1.5,0.8,0.0015,0.001,1,0
282,48,1.5,0.8,0.0015,0,1,0
231,5,1.5,0.8,0.0015,0,1,0
4,80,1.5,0.8,0.0015,0,1,0
4,48.347,1.5,0.8,0.0015,0,1,0
426,48.4,1.5,0.8,0.0015,0.01,1,0
3,47.23684211,1.5,0.8,0.0015,0.00125,1,0
230,151,1.4,0.8,0.0015,0,1,0
280,96.73596609,1.5,0.8,0.0015,0,1,0
249,146.6,1.5,0.8,0.0015,0,1,0
239,48.368,1.5,0.8,0.0015,0,0,0
408,49.1,1.5,0.8,0.0015,0.001,1,0
241,49.086,1.5,0.8,0.0015,0.002,1,0
219,54.37,1.5,0.8,0.0015,0.001,0.01,0
261,46.9,1.5,0.8,0.0015,0.01,0.0000001,0
243,5263.157895,1.5,0.8,0.0015,0,1,0
355,48.6955,1.5,0.8,0.0015,0.001,1,0
273,2667.230316,1.5,0.8,0.0015,0,1,0
249,50,1.5,0.8,0.0015,0.001,0.01,0
236,168.4210526,1.5,0.8,0.0015,0.001,100,0
244,45.94736842,1.5,0.8,0.0015,0.001,1,0
249,48.359,1.5,0.8,0.0015,0.001,1,0
227,29.4,1.5,0.8,0.0015,0,1,0
255,48.3716,1.5,0.8,0.0015,0,1,0
296,47.26315789,1.5,0.8,0.0015,0,1,0
225,48.22,1.5,0.8,0.0015,0.001,1,0
229,145.2631579,1.5,0.8,0.0015,0,1,0
226,48.37578947,1.5,0.8,0.0015,0.001,1,0
227,96.74,1.5,0.8,0.0015,0,0.1,0
245,48.5,1.5,0.8,0.0015,0,0.01,0
251,48.935145,1.5,0.8,0.0015,0.001,1,0
5,10,1.5,0.8,0.0015,0.1,1,0
248,48.5,1.5,0.8,0.0015,0,1,0
261,145.6,1.5,0.8,0.0015,0.001,1,0
395,48,1.5,0.8,0.0015,0.005,1,0
238,36.44315789,2,0.8,0.0015,0,1,0
214,47.7,1.5,0.8,0.0015,0.001,1,0
358,96.735966,1.5,0.8,0.0015,0,1,0
239,145.3,1.5,0.8,0.0015,0,1,0
234,60,1.5,0.8,0.0015,0,1,2
270,47.5,1.5,0.8,0.0015,0.001,1,0
262,96.4,1.5,0.8,0.0015,0,1,0
227,48.44,1.5,0.8,0.0015,0.001,0.00075,0
291,100,1.5,0.8,0.0015,0.0005,1,0
8,49,1.5,0.8,0.0015,0.001,1,0
305,96.7,1.5,0.8,0.0015,0,0.1,0
238,49.868,1.5,0.8,0.0015,0.001,1,0
304,110,1.5,0.8,0.0015,0.1,1,0
5,47.4,1.5,0.8,0.0015,0.003,1,0
248,48.365,1.5,0.8,0.0015,0,0.02,0
290,44.3,1.5,0.8,0.0015,0.002,1,0
270,48.93684211,1.5,0.8,0.0015,0.0005,1,0
279,49.1,1.5,0.8,0.0015,0.001,1,0
323,47.63157895,1.5,0.8,0.0015,0.002,1,0
230,14.57894737,1.5,0.8,0.0015,0,1,0
246,47.7,1.5,0.8,0.0015,0.0015,1,0
410,48.35,1.5,0.8,0.0015,0,1,0
246,47,1.5,0.8,0.0015,0.003,1,0
298,145.05,1.5,0.8,0.0015,0,1,0
232,48.39,1.5,0.8,0.0015,0,1,0
5,161.4959684,1,1,0.0015,0.005,1,0
280,48.94,1.5,0.8,0.0015,0.001,1,0
245,32,1.5,0.8,0.0015,0.001,1,0
250,15.396,1.5,0.8,0.0015,0,1,0
239,46.4,1.5,0.8,0.0015,0,1,0
254,105,1.5,0.8,0.0015,0,1,0
272,47.7896,1.5,0.8,0.0015,0.001,1,0
286,48.37,1.5,0.8,0.0015,0.0002,1,0
218,55.5,1.5,0.8,0.0015,0.001,1,0
275,48,1.5,0.8,0.0015,0.0005,1,0
224,48.45,1.5,0.8,0.0015,0.001,1,0
253,100,1.5,0.8,0.0015,0.001,1,0
352,42.10526316,1.5,0.8,0.0015,0,1,0
222,49.5,1.5,0.8,0.0015,0.002,1,0
264,48.7,1.5,0.8,0.0015,0,1,0
238,48.11798305,1.5,0.8,0.0015,0.001,1,0
337,144.7,1.5,0.8,0.0015,0,1,0
243,40.5,1.5,0.8,0.0015,0.002,1,0
114,15.396,1.5,0.8,0.0015,0,1,0
243,100.045,1.5,0.8,0.0015,0,1,0
6,47.7899,1.5,0.8,0.0015,0.001,1,0
298,30.79291435,1.5,0.8,0.0015,0,10,0
233,47.6,1.5,0.8,0.0015,0.001,1,0
276,48.697,1.5,0.8,0.0015,0.001,1,0
5,2,1.5,0,0.0015,0,1,0
379,144.5,1.5,0.8,0.0015,0,1,0
232,57,1.5,0.8,0.0015,0,1,0
323,49.07894737,1.5,0.8,0.0015,0.00125,1,0
243,48.3688,1.5,0.8,0.0015,0,1,0
265,48.46,1.5,0.8,0.0015,0.002,1,0
241,48.8,1.5,0.8,0.0015,0,1,0
280,145,1.5,0.8,0.0016,0,1,0
253,150,1.5,0.8,0.0015,0,1,0
361,40,1.5,0.8,0.0015,0.001,1,0
248,48.368,1.5,0.8,0.0015,0.001,1,0
300,44.10526316,1.5,0.8,0.0015,0.001,1,0
333,5000,1.5,0.8,0.0015,0,1,0
339,96.7,1.5,0.8,0.0015,0,1,0
244,144.5894737,1.5,0.8,0.0015,0.001,1,0
314,184.7368421,1.5,0.8,0.0015,0,1,0
243,96.7,1.5,0.8,0.0015,0.003,1,0
215,30,1.5,0.8,0.0015,0.001,1,0
255,48.3685,1.5,0.8,0.0015,0,1,0
257,30,1.5,0.8,0.0015,0.003,1,0
236,48.27,1.5,0.8,0.0015,0,1,0
254,96.8,1.5,0.8,0.0015,0,1,0
241,96.732,1.5,0.8,0.0015,0,0.04,0
280,48.36515789,1.5,0.8,0.0015,0,1,0
216,48.35263158,1.5,0.8,0.0015,0,1,0
260,33.23421053,2,0.8,0.0015,0,1,0
248,96.74,1.5,0.8,0.0015,0,0.008,0
285,48.35526316,1.5,0.8,0.0015,0,1,0
274,48.72,1.5,0.8,0.0015,0.001,1,0
376,49.146,1.5,0.8,0.0015,0.001,1,0
360,47.4,1.5000001,0.8,0.0015,0.01,1,0
377,23.094,1.5,0.8,0.0015,0,0,0
228,10.78947368,1.5,0.8,0.0015,0,1,0
257,145.4444444,1.5,0.8,0.0015,0,1,0
222,14.4,1.5,0.8,0.0015,0,1,0
242,145.1075,1.5,0.8,0.0015,0,1,0
336,50,1.5,0.8,0.0015,0,1,0
244,47,1.5,0.8,0.0015,0.002,1,0
349,48,1.5,0.8,0.0015,0,1,0
374,60,1.5,0.8,0.0015,0,1,0
240,48.2,1.5,0.8,0.0015,0.001,1,0
217,47.7,1.5,0.8,0.0015,0.001,1,0
259,48.35,1.5,0.8,0.0015,0.001,1,0
245,200,1.5,0.8,0.0015,0.001,1,0
2,143.5263158,1.5,0.8,0.0015,0.001,1,0
251,-0.947368421,1.5,0.8,0.0015,0.001,0.0000001,0
5,144.6,1.5,0.8,0.0015,0,1,0
3,54,1,0.8,0.0015,0,1,0
238,150,1.5,0.8,0.0015,0,1,0
254,60,1.5,0.8,0.0015,0,30,0
216,49.5,1.5,0.8,0.0015,0.001,1,0
312,960,1.5,0.8,0.0015,0,1,0
303,138,1.5,0.8,0.0015,0,5,0
278,2.566,1.5,0.8,0.0015,0.001,1,0
6,12,1.5,0.8,0.0015,0.001,1,0
232,24.35,1.5,0.4,0.0015,0,1,0
258,48.31578947,1.5,0.8,0.0015,0,1,0
356,47.1,1.5,0.8,0.0015,0.003,1,0
228,48.29,1.5,0.8,0.0015,0.001,0.01,0
249,48.1,1.5,0.8,0.0015,0.002,1,0
239,51.8,1.5,0.8,0.0015,0.005,1,0
228,47,1.5,0.8,0.0015,0.001,1,0
259,48.1,1.5,0.8,0.0015,0.002,1,0
424,48.2,1.5,0.8,0.0015,0.003,1,0
231,17,1.5,0.8,0.0015,0,1,0
262,149,1.5,0.9,0.0015,0,1,0
248,50,1.5,0.8,0.0015,0,1,0
296,48.3,1.5,0.8,0.0015,0.001,1,0
246,48.37,1.5,0.8,0.0015,0.002,1,0
3,48.38,1.5,0.8,0.0015,0.001,1,0
216,48,1.5,0.8,0.0015,0,0.5,0
278,47.7,1.5,0.8,0.0015,0.001,1,0
253,49,1.5,0.8,0.0015,0,1,0
4,50.1,1.5,0.8,0.0015,0,1,0
233,100,1.5,0.8,0.0015,0,1,0
269,48.43,1.5,0.8,0.0015,0.001,1,0
414,48.6,1.5,0.8,0.0015,0.002,1,0
6,30,1.5,0.8,0.0015,0,1,0
382,48.36560526,1.5,0.8,0.0015,0.001,1,0
239,81.7,1,1,0.0015,0.001,1,0
242,48.63684211,1.5,0.8,0.0015,0,1,0
273,48.6,1.5,0.8,0.0015,0.001,1,0
296,121.875,1.5,0.8,0.0015,0,1,0
240,48.3,1.5,0.8,0.0015,0,1,0
266,48.5,1.5,0.8,0.0015,0.002,1.5,0
300,48.36578947,1.5,0.8,0.0015,0,1,0
271,48.7,1.5,0.8,0.0015,0.001,1,0
240,46.8,1.5,0.8,0.0015,0.001,0.0000001,0
235,40,1.5,0.8,0.0015,0.001,1,0
242,48.25601368,1.5,0.8,0.0015,0.001,1,0
216,100,7,1,0.0001,0,100,0
330,48.2,1.5,0.8,0.0015,0.001,1,0
312,45,1.5,0.8,0.0015,0,1,0
243,45.5,1.5,0.8,0.0015,0.0015,1,0
260,15.4,1.5,0.8,0.0015,0,1,0
3,360,1.5,0.8,0.0015,0,1,0
247,49,1.5,0.8,0.0015,0.002,1,0
271,40,1.5,0.8,0.0015,0.001,1,0
233,47.7,1.5,0.8,0.0015,0.001,1,0
334,100,1.5,0.8,0.0015,0,1,0
285,48.037,1.5,0.8,0.0015,0.001,1,0
297,44,1.5,0.8,0.0015,0.0015,1,0
259,48.65,1.5,0.8,0.0015,0.01,1,0
321,103.125,1.5,0.8,0.0015,0,1,0
252,96.05263158,1.5,0.8,0.0015,0,1,0
295,95,1.5,0.8,0.0015,0.01,1,0
245,73.68421053,1.5,0.8,0.0015,0.001,1,0
245,96.74,1.5,0.8,0.0015,0,0.01,0
277,48.57894737,1.5,0.8,0.0015,0.001,1,0
301,48.367983,1.5,0.8,0.0015,0,1,0
244,141.0526316,1.5,0.8,0.0015,0,1,0
248,100.048,1.5,0.8,0.0015,0,1,0
266,240,1.5,0.8,0.0015,0,1,0
228,360,1.5,0.8,0.0015,0.001,1,0
343,47.2,1.5,0.8,0.0015,0.001,1,0
256,60,1.5,0.8,0.0015,0,1,0
266,7.631578947,1.5,0.8,0.0015,0,1,0
311,110,1.5,0.8,0.0015,0,1,0
245,51,1.5,0.8,0.0015,0.003,1,0
234,47.36842105,1.5,0.6,0.0015,0,1,0
213,48.694,1.5,0.8,0.0015,0.001,1,0
294,48.35894737,1.5,0.8,0.0015,0,1,0
232,48.71052632,1.5,0.8,0.0015,0.002,1,0
219,55,1.5,0.8,0.0015,0,1,0
251,158.148,1,1,0.0015,0.005,1,0
261,142.1052632,1.5,0.8,0.0015,0,1,0
265,97.5,1.5,0.8,0.0015,0,0.3,0
237,48.38,1.5,0.8,0.0015,0,1,0
301,48.34,1.5,0.8,0.0015,0,1,0
299,47.81052632,1.5,0.8,0.0015,0.002,1,0
5,25,1.5,0.8,0.006,0,1,0
242,44.9,1.5,0.8,0.0015,0.002,1,0
236,71.57894737,1.5,0.8,0.0015,0,1,0
242,48.368,1.5,0.8,0.0015,0,1,0
239,16.2,1.5,0.8,0.0015,0.005,1,0
265,96,1.5,0.8,0.0015,0,1,0
219,37,1.5,0.8,0.0015,0.001,1,0
273,47,1.5,0.8,0.0015,0.001,1,0
272,50,1.5,0.8,0.0015,0,10,0
231,51,1.5,0.8,0.0015,0.002,1,0
232,145.103941,1.5,0.8,0.0015,0,1,0
5,49.5,1.5,0.8,0.0015,0,0.001,0
256,48.8,1.5,0.8,0.0015,0,1,0
271,100,1,1,0.0015,0,1,0
230,53.36,1.5,0.8,0.0015,0.002,1,0
255,46.37,1.5,0.8,0.0015,0.001,1,0
263,25,1.5,0.8,0.0015,0.001,1,0
296,7.5,1.5,0.8,0.0015,0.0005,1,0
235,48.53,1.5,0.8,0.0015,0.001,0.01,0
317,120,1.5,0.8,0.0015,0,15,0
4,0,1.5,0.8,0.0015,0,1,0
251,41.5,1.5,0.8,0.0015,0.002,1,0
442,48.167,1.5,0.8,0.0015,0.001,1,0
293,51.57894737,1.5,0.8,0.0015,0.005,1,0
370,300,1.5,0.8,0.0015,0,1,0
229,44.16,1.5,0.8,0.0018,0,1,0
311,36.35,1.5,0.8,0.0015,0.001,1,0
466,48.368,1.5,0.8,0.0015,0.001,1,0
268,45,1.5,0.8,0.0015,0,1,0
240,49.47368421,1.5,0.8,0.0015,0.002,1,0
260,60,1.5,0.8,0.0015,0.003,1,0
251,142,1.5,0.8,0.0015,0.001,1,0
225,48.2,1.5,0.8,0.0015,0.003,1,0
265,145.9,1.5,0.8,0.0015,0.001,1,0
228,195,1.5,0.8,0.0015,0,1,0
348,48.38,1.5,0.8,0.0015,0,1,0
297,15.4,1.5,0.8,0.0015,0,1,0
234,46.32631579,1.5,0.8,0.0015,0.001,1,0
278,48.31,1.5,0.8,0.0015,0.001,1,0
348,460,1.5,0.8,0.0015,0,1,0
234,23.094,1.5,0.8,0.0015,0,1,0
346,150,1.5,0.8,0.0015,0,1,0
328,95.8,1.5,0.8,0.0015,0.001,1,0
318,46.31578947,1.5,0.8,0.0015,0.01,1,0
272,152.6315789,1.5,0.8,0.0015,0.001,1,0
251,94.73684211,1.5,0.8,0.0015,0,1,0
287,10,1.5,0.8,0.0015,0.001,1,0
258,47.886,1.5,0.8,0.0015,0.001,1,0
299,48.53,1.5,0.8,0.0015,0.001,1,0
259,58,1.5,0.8,0.0015,0.001,1,0
5,48.3604,1.5,0.8,0.0015,0,1,0
383,15,1.5,0.8,0.0015,1,1,0
234,145.1542105,1.5,0.8,0.0015,0,1,0
292,131.5789474,1.5,0.8,0.0015,0.001,1,0
332,49.4,1.5,0.8,0.0015,0,1,0
259,47.61,1.5,0.8,0.0015,0.001,1,0
263,15.39600718,1.5,0.8,0.0015,0,1,0
269,48.85,1.5,0.8,0.0015,0.002,1,0
233,42.5,1.5,0.8,0.0015,0.001,1,0
273,3190.999579,1.5,0.8,0.0015,0,1,0
326,52.89473684,1.5,0.8,0.0015,0.05,1,0
241,24.44444444,1.5,0.8,0.0015,0.001,1,0
254,50,1.5,0.8,0.0015,0,1,0
241,158.3058947,1,1,0.0015,0.001,1,0
250,48.15,1.5,0.8,0.0015,0.001,1,0
217,46.8,1.5,0.8,0.0015,0.001,1,0
255,145.104,1.5,0.8,0.0015,0.001,1,0
294,960736,0.8,1.5,0.0015,0,50,0
261,45.5,1.5,0.8,0.0015,0.001,1,0
270,45,1.5,0.8,0.0015,0.05,1,0
217,48.6,1.5,0.8,0.0015,0.001,1,0
5,59.26233158,1.5,0.8,0.001,0,1,0
4,48.369,1.5,0.8,0.0015,0,1,0
254,48.342,1,1,0.0015,0.004,1,0
9,97.4,1.5,0.8,0.0015,0.001,1,0
255,47.7894,1.5,0.8,0.0015,0.001,1,0
241,49.5,1.5,0.8,0.0015,0,1,0
230,50,0.8,1.5,0.0015,0.001,1,0
326,149.05,1.5,0.8,0.0015,0.015,1,0
229,4,1.5,0.8,0.0015,0.001,1,0
227,145.32,1.5,0.8,0.0015,0.001,1,0
264,49,1.5,0.8,0.0015,0.001,1,0
321,48.5,1.5,0.8,0.0015,0,1,0
299,48.73684211,1.5,0.8,0.0015,0,1,0
233,38,1.5,0.8,0.0015,0.0015,1,0
253,55,1.5,0.8,0.0015,0,1,0
243,145.104,1.5,0.8,0.0015,0,1,0
286,99.5,1.5,0.8,0.0015,0.0005,1,0
253,47.73684211,1.5,0.8,0.0015,0.001,1,0
293,48.9343,1.5,0.8,0.0015,0.001,1,0
3,48.36798305,1.5,0.8,0.0015,0.002,1,0
3,45,1.5,0.8,0.0015,0.0015,1,0
305,96.73588947,1.5,0.8,0.0015,0,1,0
268,24,1.5,0.8,0.003,0,1,0
253,96.66,1.5,0.8,0.0015,0,1,0
5,103,1.5,0.8,0.0015,0.0005,1,0
238,17.73684211,1.5,0.8,0.0015,0,1,0
316,96.735,1.5,0.8,0.0015,0,1,0
371,15.3961,1.5,0.8,0.0015,0,1,0
305,50.89473684,1.5,0.8,0.0015,0.005,1,0
250,0.526315789,1.5,0.8,0.0015,0,0.0000001,0
378,60,1.5,0.8,0.0015,3,1,0
5,59.25623684,1.5,0.8,0.001,0,1,0
287,49.48,1.5,0.8,0.0015,0.002,1,0
243,57.5,1.5,0.8,0.0015,0.001,1,0
244,15.2,1.5,0.8,0.0015,0,1,0
255,2,1.5,0.8,0.0015,0,60,0
396,7.698,1.5,0.8,0.0015,0,20,0
216,1052.631579,1.5,0.8,0.0015,0.001,0.00002,0
354,47.36842105,1.5,0.8,0.0015,0.01,0.0000001,0
235,10.36842105,1.5,0.8,0.0015,0,1,0
240,10000,1.5,0.8,0.0015,0,1,0
220,49.73684211,1.5,0.8,0.0015,0.002,1,0
300,144.1,1.5,0.8,0.0015,0,1,0
234,48.7,1.5,0.8,0.0015,0.001,1,0
384,90,1.5,0.8,0.0015,0.05,1,0
5,48.15,1.5,0.8,0.0015,0.001,1,0
287,96.8,1.5,0.8,0.0015,0,1,0
4,3684.210526,1.5,0.8,0.0015,0,1,0
221,97.5,1.5,0.8,0.0015,0,1,0
259,157.8947368,1.5,0.8,0.0015,0.001,1,0
5,47.7,1.5,0.8,0.0015,0.001,1,0
241,49,1.5,0.8,0.0015,0,1,0
3,60,1.5,0.8,0.0015,0.002,1,0
237,48.3,1.5,0.8,0.0015,0.005,1,0
368,48.34,1.5,0.8,0.0015,0,1,0
234,48.46,1.5,0.8,0.0015,0,1,0
335,48.15,1.5,0.8,0.0015,0.001,1,0
240,145.08,1.5,0.8,0.0015,0,1,0
262,48.5,1.5,0.8,0.0015,0,1,0
233,48.34421053,1.5,0.8,0.0015,0.001,1,0
275,60,1.5,0.8,0.0015,0,1,0
263,48.37,1.5,0.8,0.0015,0.001,1,0
234,144.35,1.5,0.8,0.0015,0,1,0
254,96,1.5,0.8,0.0015,0,10,0
236,150,1.5,0.8,0.0015,0.001,5,0
289,48.35,1.5,0.8,0.0015,0.001,1,0
314,48.6,1.5,0.8,0.0015,0,1,0
238,47.31578947,1.5,0.8,0.0015,0.001,1,0
285,96,1.5,0.4,0.0015,0,1,0
334,50.9,1.5,0.8,0.0015,0.001,1,0
300,48.2,1.5,0.8,0.0015,0.001,1,0
4,46.41578947,1.5,0.8,0.0015,0.003,1,0
275,47,1.5,0.8,0.0015,0,1,0
258,46.84210526,1.5,0.8,0.0015,0,1,0
333,48.5,1.5,0.8,0.0015,0.002,1,0
282,51,1.5,0.8,0.0015,0.001,1,0
287,46.7,1.5,0.8,0.0015,0.001,1,0
282,47.767,1.5,1,0.0015,0.001,1,0
191,31,1,0.1,0.001,0.00001,0.3,0
238,96.73596609,1.5,0.8,0.0015,0,0.0000001,0
233,60,1.5,0.8,0.0015,0,2,0
242,94.4,1.5,0.8,0.0015,0,1,0
240,96.74,1.5,0.8,0.0015,0.001,1,0
346,75,1.5,0.8,0.0015,0,1,0
3,96.6,1.5,0.8,0.0015,0.001,1,0
247,47.5,1.5,0.8,0.0015,0.002,1,0
426,5,1.5,0.8,0.0015,0.03,1,0
252,96.731,1.5,0.8,0.0015,0,1,0
229,47.86798305,1.5,0.8,0.0015,0.002,1,0
212,48.35,1.5,0.8,0.0015,0,1,0
241,54.01052632,1.5,1,0.0015,0,1,0
250,30,1.5,0.8,0.0015,0.001,1,0
263,149,1.5,0.8,0.0015,0.001,1,0
306,94.5,1.5,0.8,0.0015,0.0005,1,0
184,48.7,1.5,0.8,0.0015,0.001,1,0
426,47.7,1.5,0.8,0.0015,0.001,1,0
360,48.2,1.5,0.8,0.0015,0,1,0
383,35,1.5,0.8,0.0015,10,1,0
289,96.6,1.5,0.8,0.0015,0,1,0
220,48,1.5,0.8,0.0015,0.004,1,0
217,48.48,1.5,0.8,0.0015,0.001,1,0
239,46.9,1.5,0.8,0.0015,0.001,1,0
3,146.45,1.5,0.8,0.0015,0,1,0
245,47.78,1.5,0.8,0.0015,0.001,1,0
272,43.42105263,1.5,0.8,0.0015,0.001,1,0
268,96.687,1.5,0.8,0.0015,0,1,0
280,48.93425,1.5,0.8,0.0015,0.001,1,0
241,96.69,1,1,0.0015,0,1,0
268,62.10526316,1.5,0.8,0.0015,0.005,1,0
246,96.73595789,1.5,0.8,0.0015,0,1,0
350,170,1.5,0.8,0.0015,0.001,1,0
197,53,1.5,0.8,0.0015,0,1,0
288,47.6,1.5,0.8,0.0015,0.001,1,0
302,48.368,1.5,0.8,0.0015,0,0.00075,0
317,45,1.5,0.8,0.0015,0,1,0
234,57.89473684,1.5,0.8,0.0015,0.001,1,0
241,48.368,1.5,0.8,0.0015,0.006,1,0
231,43.15789474,1.5,0.8,0.0015,0,1,0
326,48.8,1.5,0.8,0.0015,0.001,1,0
244,65,1.5,0.8,0.0015,0.001,1,0
233,48.368,1.5,0.8,0.0015,0,1,0
245,49.3,1.5,0.8,0.0015,0.001,0.5,0
335,48.6,1.5,0.8,0.0015,0.001,1,0
302,48.65,1.5,0.8,0.0015,0,1,0
322,47,1.5,0.8,0.0015,0.001,1,0
269,80,1.5,0.8,0.0015,0.002,1,0
286,45,1.5,0.8,0.0015,0,1,0
314,47.2,1.5,0.8,0.0015,0.001,1,0
250,30,1.5,0.8,0.0015,0,1,0
276,7.698,1.5,0.8,0.0015,0,1,0
267,49.3,1.5,0.8,0.0015,0.001,1,0
325,50,1.5,0.8,0.0015,0.002,1,0
253,70.875,1.5,0.8,0.0015,0,1,0
241,48,1.5,0.8,0.0015,0,1,0
278,145.1039491,1.5,0.8,0.0015,0,0.000001,0
272,48.9,1.5,0.8,0.0015,0,0.01,0
234,49.36,1.5,0.8,0.0015,0.001,1,0
236,50,1.5,0.8,0.0015,0.001,5,0
358,7.64,1.5,0.8,0.0015,0.001,1,0
6,47.20845,1.5,0.8,0.0015,0.002,1,0
232,23.094,1.5,0.8,0.0015,0,1,0
276,91.05263158,1.5,0.8,0.0015,0,1,0
263,43.5,1.5,0.8,0.0015,0.001,0.0075,0
220,48.93,1.5,0.8,0.0015,0.001,1,0
403,10,1.5,0.8,0.0015,0.3,1,0
324,48.92,1.5,0.8,0.0015,0.001,1,0
240,8947.368421,1.5,0.8,0.0015,0,1,0
345,48.5,1.5,0.8,0.0015,0.001,1,0
238,62.22222222,1.5,0.8,0.0015,0.001,1,0
249,48.89473684,1.5,0.8,0.0015,0.0015,1,0
214,145.104,1.5,0.8,0.0015,0,1,0
247,49.48421053,1.5,0.8,0.0015,0.003,1,0
307,3,1.5,0.8,0.0015,0.001,1,0
233,50,1.5,0.8,0.0015,0,1,0
263,77,1.5,0.8,0.0015,0,1,0
277,48.367,0.8,1.5,0.0015,0,1,0
331,60,1,1,0.0015,0,1,0
238,48.5,1.5,0.8,0.0015,0.001,1,0
6,49,1.5,0.8,0.0015,0.001,1,0
255,49,1.5,0.8,0.0015,0.001,1,0
3,47.63157895,1.5,0.8,0.0015,0.002,1,0
238,48.3,1.5,0.8,0.0015,0.001,1,0
262,96.8,1.5,0.8,0.0015,0,1,0
260,48.006,1.5,0.8,0.0015,0,1,0
239,30.26315789,1,1,0.0015,0,1,0
239,47.78947368,1.5,0.8,0.0015,0.001,1,0
258,48.36,1.5,0.8,0.0015,0.001,1,0
3,48,1.5,0.8,0.0015,0,1,0
329,48.5,1.5,0.8,0.0015,0.001,0.0075,0
273,96,1.5,0.8,0.0015,0,1,0
302,92,1.5,0.8,0.0015,0.0005,1,0
281,92.10526316,1.5,0.8,0.0015,0.001,1,0
386,52.5,1.5,0.8,0.0015,0.002,1,0
298,96.825,1.5,0.8,0.0015,0,1,0
212,100,8,1,0.0001,0,100,0
286,48.3,1.5,0.8,0.0015,0,1,0
4,9,1,0.8,0.0015,0,1,0
232,48.36798305,1.5,0.8,0.0015,0.001,1,0
228,48.368,1.5,0.8,0.0015,0,1,0
222,80,1,1,0.0015,0,1,0
287,48.369,1.5,0.8,0.0015,0,1,0
326,45.6,1.5,0.8,0.0015,0.003,1,0
355,40.4,1.5000001,0.8,0.0015,0.01,1,0
287,49.6,1.5,0.8,0.0015,0.001,1,0
225,60,1,1,0.0015,0,100,0
260,47.9,1.5,0.8,0.0015,0.001,1,0
270,47.4,1.5,0.8,0.0015,0.002,1,0
244,72.9,1,0.8,0.0015,0,1,0
249,48.3669,1.5,0.8,0.0015,0,1,0
240,7.698,1.5,0.8,0.0015,0.001,1,0
244,40,1.5,0.8,0.0015,0,1,0
283,47,1.5,0.8,0.0015,0.001,0.0075,0
294,46.84210526,1.5,0.8,0.0015,0.001,1,0
310,48.366,1.5,0.8,0.0015,0.001,1,0
224,145.1049474,1.5,0.8,0.0015,0,1,0
231,48,1.5,0.8,0.0015,0.001,1,0
277,57,1.5,0.8,0.0015,0,1,0
246,3684.210526,1.5,0.8,0.0015,0,1,0
236,51.4,1.5,0.8,0.0015,0,1,0
275,47.1,1.5,0.8,0.0015,0.0005,1,0
233,30,1.5,0.8,0.0015,0.003,1,0
277,60,1.5,1,0.0015,0,3,0
248,150.6,1.5,0.8,0.0015,0,1,0
293,48.3793,1.5,0.8,0.0015,0,1,0
260,48.35,1.5,0.8,0.0015,0.001,1,0
280,49.3,1.5,0.8,0.0015,0.003,1,0
282,50,1.5,0.8,0.0015,0.001,1,0
264,51.45789474,1.5,0.8,0.0015,0.001,1,0
363,48.3712,1,1,0.0015,0,1,0
253,49,1.5,0.8,0.0015,0,1,0
247,50.74,1.5,0.88,0.0015,0,1,0
263,96.5,1,1,0.0015,0,1,0
226,49.5,1.5,0.8,0.0015,0,1,0
255,5789.473684,1.5,0.8,0.0015,0,1,0
285,87,1.5,0.8,0.0015,0,1,0
239,145.0764,1.5,0.8,0.0015,0.005,1,0
300,107.8947368,1.5,0.8,0.0015,0,1,0
333,160,1.5,0.8,0.0015,0.001,1,0
251,47.1,1.5,0.8,0.0015,0.004,1,0
238,145.104,1.5,0.8,0.0015,0.001,1,0
3,50.27368421,1.5,0.8,0.0015,0.002,1,0
297,46.3,1.5,0.8,0.0015,0.001,1,0
257,145,1.5,0.8,0.0014,0,1,0
409,49.9,1.5,0.8,0.0015,0.001,1,0
3,48.1,1.5,0.8,0.0015,0.001,1,0
276,50.52631579,1.5,0.8,0.0015,0,1,0
305,47.036,1.5,0.8,0.0015,0.002,1,0
333,36,1.5,0.8,0.0015,0,1,0
236,47.6,1.5,0.8,0.0015,0.001,1,0
