runtime,in01,in02,in03,in04
4448,39,45,50,90
10082,38.7,90,0,103.3
3303,37.7,0,0,0
4216,38,90,12.69,86.93
1039,37.8,-40,0,-137
1033,26,42,0,25
1045,37.95,-118,0,46.81
5783,38,88,0,82
2313,38,90,0,84.1
2350,38.7,100,12.69,84.1
3922,37.7,84.5,12.69,84.1
2989,38,110,90,72
1090,38,-125,0,51.01
640,31,90,0,0
864,26.98,65.25,23.45,89.99
2882,39,0,0,-90
1403,38.05,-90,0,97.04
1124,38.1,82.69,12.81,72.81
765,37.8,30,0,-5
7829,38.7,90,0,75
3817,30,-90,0,20
7326,37.71,15,15,-41.9
7914,38.5,90,0,105
993,37.7,0,0,-45
1822,37.5,90,12.69,92
4307,38.22,90,0,99.76
2844,38.1,96,-100,84
2007,37.7,45,45,-8.4
5414,38,45,0,25
5173,37,45,0,18.3
2067,39,90,0,55
2216,38,60,0,47.2
2688,38.7,89,-0.7,100
325,38.7,90,12.69,88.399
5815,38.2,-70,12.69,130
4257,38,25,15,-20.65
1912,38,5,0,-15
2532,38.7,82.69,12.69,75.39
6429,38.5,90,0,98.6
17986,38,180,110,180
1219,37.5,25,0,10
1096,38.7,90,12.69,88.4
1843,39,45,0,30
5617,37.8,50,12.69,18.5
3412,37.5,-131,0,50
4991,32.47,71.58,20.56,78.21
1536,37.5,0,0,-63
10703,38.22,90,0,99.66
4451,38.7,82.69,12.69,84.1
2293,39,-180,-180,140
2307,19,90,0,0
1970,37,0,0,0
3222,38.1,-120,0,56.8
2858,38.7,87.69,12.69,75
1358,39,0,0,45
4021,38.1,90,0,101.5
2758,37.7,90,90,90
9240,38.7,60,-10,51
9350,38,81.7,12.69,67.8
67,38.6,180,0,-26
1464,37.72,0,0,-52
5022,30.7,90,180,130
13298,38.7,60,0,46
1042,38.7,82.69,12.69,71.2
3851,38.05,-90,0,94.37
3755,38.05,65.15,0,58
5232,38.88,89.69,11.69,89.1
9480,38,87.5,12.69,84.1
5795,38.6,0,90,90
1113,38,-180,-180,160
13493,37.96,-150,-30,-132.33
900,37.8,0,0,-49.5
8,29,172.5,82.5,180
2950,38.7,170,65,-167
20,29,-135,135,-116
1376,37.7,0,0,-52.7
3610,38.7,82.69,12.69,84.1
2809,38.7,70,0,64
785,37.9,85,90,33.8
755,38,82.69,12.69,74.8
4187,38.7,82.69,12.69,75.7
1545,37.7,0,0,-56.25
1088,38.5,82.69,12.69,75.15
2390,33,45,12.69,40
5648,38.05,-90,0,97.3
768,30,82.69,12.69,95
775,37.5,82.69,12.69,76
2262,38.0552,-90,0,101.9558753
2344,37.8,0,0,-52
2579,37.7,45,0,18
1895,37.9,0,0,-52
880,39,82.69,12.69,76.5
8082,36,30,0,90
5040,38,50,0,19
948,38.7,0,0,-30
2697,39,70,0,72
932,35,72,12.69,84.1
8506,37.7,0,0,-25
2657,39,70,0,70
14073,35,60,0,45
2576,36,180,90,173
2984,38,45,0,19.2
3407,38.456,85,0,0
4082,25,50,12.69,84.1
333,38.7,82.79,12.69,75.4
2348,38.7,82.69,12.69,71.4
2163,38.7,0,120,84.1
6159,39,59.9,0,46.4
7240,38.053,-93,0,89.95
968,38,82.69,12.69,66.4
1628,38.1,82.69,12.69,72.79
1211,37.95,75,0,74
2239,37.9,110,90,57
5508,37,49,0,24.7
12676,38,82.69,12.69,72.82
3171,37.95,-90,0,115
16954,37.71,0,0,-56.4
1383,38.5,90,0,84.5741
4150,38.7,85,12.69,100
1568,39,49,0,30
1792,37.79,30,0,-8
1992,38,27.69,12.69,-9
4718,37.85,110,90,61
2047,39,78,12.69,84.1
1653,38,-40,0,-120.2
2147,39,90,0,100
5003,28,-135,135,-115.8
4041,38.7,82.69,12.69,84.1
745,38.7,87,12.69,84.1
71,20,0,0,130
4439,38.65,82.69,12.69,84.1
4825,37.8,0,0,-50
2033,39,90,0,80
1430,38.05,60,0,108
6454,31,30,0,30
742,37.9,150,0,-113.7
1032,38.7,120,0,-150
793,37.7,45,0,19
2415,23,90,0,115
2399,38.7,90,12.69,84.1
9954,38.1,88,8.4,84.35
3200,38.7,82.69,12.69,84.1
2549,34.8,-65,0,135
1392,38.7,82.69,17,72
9387,39,100,20,100
1258,37.8,150,0,-115.7
4900,38,87,12.69,82.1
1095,38.05,90,45,68
776,38.5,90,0,102.085
9294,38.7,82.69,12.69,84.1
6744,37.79,30.2,0,-9
1015,37.9,46,0,19
2093,38.6,90,0,101.2
3149,39,60,0,46.1
918,38,82.69,12.69,66.3
1549,38,-115,0,54
8672,38.7,82.69,0,100.5
1268,38.7,82.69,12.69,71.3
2826,38.7,82.69,12.69,84.1
1483,37.7,83,12.69,75
2501,37.9,-90,-50,-147
1543,39,59.9,0,47.8
1046,39,0,0,20
16642,37,49,0,25.2
1709,37.9,90,90,50
4888,38.21,90,0,99.76
2300,37.8,0,0,-54
1781,38.7,82.69,12.69,84.1
2653,38,-93.05,0,89.71
4726,38.7,60,0,46.2
373,38.7,82.69,0,86.7
1429,38.6,90,0,126
27043,30,90,0,105
1355,39,110,0,110
723,39,90,0,101.09
1435,37.6,0,0,-63
890,38.7,82.69,12.69,75.43
1342,38.7,-110,180,-118.5
4659,38.7,82.69,12.69,77
878,38.7,50,12.69,84.1
1654,38,40,0,20
6828,34.8,10.1,0,0
7337,38.2,90,0,100.1
1336,38,70,0,59.25
3423,38,30,0,-13
3422,30,-150,180,10
3581,36,80,0,110
5236,38.5,90,0,100.8
857,37.85,110,90,53.2
1045,39,90,12.69,180
1799,37.9,85,0,120
930,39,-45,0,-102.2
951,37.78,0,0,-50.3
843,38.09,-119.9,0,56.71
2014,16,60,0,24
1447,38.7,-45,-105,70
1212,38.7,82.69,12.69,75.5
1593,38.7,74,0,70.12
2176,38,67,0,55
1991,38.197,90,0,99.75
3221,37.97,45.6,0,19.2
791,37.86,-120,0,42
7847,38,82.69,12.69,72.9
1401,38.7,82.69,12.69,84.1
298,25,5,0,20
1074,37.5,90,0,100.2
922,37.8,60,0,70
768,38.2,90,0,99.75
1282,38.5,90,0,88.450968
390,37.69,0,0,-58.6
1024,38.7,102.69,12.69,155.25
4037,39,-150,180,5
870,36,90,60,65
12953,37.9,45,0,16.3
2429,38.05,64,0,55
26006,30,-135,0,50
83,2,-90,0,0
31048,38.1,49,0,25.2
937,26,45,0,25
9231,38.055,-90,0,91.95
1650,38,7,90,180
6013,38,-80,-50,-144.5
766,39,60,0,70
4266,37.5,90,0,104.1
6025,16,10,-90,0
8284,35,45,0,6
2215,38.5,90,90,84.1
8010,36,40,0,90
2510,37.8,-15,0,-72
627,16.5,80,-70,75
795,34,102,0,127.2
2530,38.7,83.2,12.69,84.1
2256,38,82.5,12.5,72.2
4655,37.7,0,0,-46.4
882,38.7,82.69,12.69,76.56
6302,35,-65,0,120
18803,38.7,110,20,70
783,38,82.69,12.69,72.01
1331,37.7,0,0,-67.4
2926,30,135,0,-150
1361,36,82.69,12.69,80
940,26.7,89,0,20
5705,38,85,90,37
3357,37.9,0,0,45
2959,37.5,0,0,-58.5
995,37.75,0,0,-50.2
424,37.78,0,0,-50.44
1063,38.5,-40,0,-101.2
1423,37.75,50,12.69,14.5
1053,38.7,90,60,84.1
120,25,60,70,120
1027,39,82.69,12.69,84.1
857,38.04730071,90,0,108
7947,38,82.8,12.69,72.81
863,38.7,82.69,12.69,84.1
8276,39,82.69,12.69,80
1020,36.4,0,0,-62.5
3360,38.4,90,0,102
16537,37.95,45.5,0,19.5
3438,37.8,50,12.69,15.39
4108,38.05,-90,0,94.34
10098,38,89,12.69,84.1
323,16.7,0,18,90
1392,38.65,82.69,12.69,75.6
5535,37.81,0,0,-49.57
306,39,-120,70,-150
2549,37.7,70,0,0
6554,38.32,90,0,104.7
735,27,-151,135,-135
3830,38.052,-5,90,-179.8
3426,37.5,-134.5,0,50
6741,10,90,12.69,84.1
1876,38,82,12,68.4
4006,30,90,12.69,84.1
1827,38.2,82.69,12.69,84.1
663,36.73,-12,-6,-47
1187,38.7,180,90,150
5895,37.69,45,0,19.12
1104,38.4,66.45,0,56.52
3661,37.62,0,0,-56
742,38.5,-49,0,-101.52
1304,38.7,82.69,12.69,84.1
1043,38.5,90,0,101.273
2995,38.7,82.69,12.69,84.1
4861,38.7,82.69,12.69,75.41
1378,38.0561,-90,0,101.9558753
990,38.7,82.69,12.69,84.1
2938,38,110,90,74.5
8635,38.1,82.69,0,82.9
2078,38.1,90,0,99
787,38.11,82.69,12.69,95.2
2973,38.7,82.69,12.69,79
3803,38.7,82.69,12.69,72.83
8140,36,45,0,20
1161,37.69,0,0,-57.15
1353,39,110,0,60
3597,37.8,0,0,-50.1
1859,39,-170,-180,-170
5830,38.2,90,0,95.7
4356,37.5,85,0,83
575,37.69,0,0,-57.9
9239,39,85.69,12.69,84.1
17937,38.7,105,20,130
3841,37.8,0,0,-56.6
5837,38.15,90,0,100.99
1520,25,100,0,60
8744,38,-170,110,-160
1944,37.9,0,0,-20
1016,39,0,0,-15
1107,38.5,90,0,101.443
4086,37.9,75,0,45
28986,30,-45,0,-90
3482,37.5,5,0,-34
2263,39,50,5,50
4010,38.7,90,12.69,84.1
972,37.8,15,0,-50
901,38.1,82.69,12.69,72.625
807,38.7,82.69,12.69,84.1
5142,38.1,82.69,0,82.7
1145,38.7,0,12.69,0
3940,38.07,-90,0,92
1275,30,-82.69,0,160
5216,37,82.69,0,86.78
729,38,85,0,110
596,37.7,0,0,-49.5
1597,37.8,0,0,-54.4
895,37,180,90,180
5207,25,90,0,90
995,37.8,0,0,-49
2368,30,90,0,180
871,38.7,48,0,28.7
1706,38.7,90,0,103.7
5366,38.1,88,7.9,86
5062,38.05,82.69,12.69,71.42
709,39,27,0,0
2651,37.79,50.02,12.69,15.83
789,38.7,82.69,12.69,84.1
3689,38.7,82.69,12.69,90
2562,38.5,90,20,100
13814,38.7,45,12.7,19.51
6600,38.9,90.1,0,101.1
761,37.8,79,12.69,84.1
5371,38.3,90,0,113
2558,38,-52,0,-142
4297,38.23,90,0,99.78
3237,38.7,87,12.69,84.1
6802,38.7,90,-180,22
2871,38.7,-60,0,84.1
8873,38,45,0,18.6
1873,38.5,85,15,85
8732,38.7,82.69,12.69,74
1019,38.6,0,0,111
4469,38.7,82.69,12.69,76
28382,30,35,0,0
948,37.7,-40,0,-140
5365,37.7,0,0,-57.5
1301,37.7,45,45,-4.1
296,35,0,0,-4
6636,38,49,0,25.3
2087,37.9,0,0,-54
1117,37.6,0,0,-56
5078,38.7,82.69,12.69,77
2295,38.5,90,0,104.7478678
4021,39,90,0,101.1
3602,38.7,10,0,-30
14564,37.9,-79,-50,-145.3
2611,38.1,82.69,12.69,74.9
888,35,90,12.69,60
1340,38.5,-40,0,-96.4
4038,39,82.69,12.69,84.1
2013,30,-135,135,-135
4066,37.97,45.55,0,19.3
4166,18,40,-90,0
2332,38,105,0,100
4116,37.9,15,0,45
2324,38.7,82.69,12.69,84.1
911,39,90,0,90
1025,38.1,85.5,17,73.7
1706,38.5,90,0,114.45205
71,15,90,-90,40.9
1463,38.3,83.75,14.01,75.2
967,39,102,0,127.5
1112,38.7,82.69,12.69,75.4
675,37,60,65,75
3609,38.7,-82.69,-120.69,120.6
8079,38,47,0,21
13199,38.7,135,12.69,84.1
2162,38.4,61,0,63
5198,38.7,90,12.69,88
1543,28,-135,135,-126
4198,38,85.69,12.69,84.1
8041,38,81.7,12.69,67.4
1903,26.88,91,0,90
9885,38.22,90,0,99.82
23103,39,120,50,150
381,35,20,12.69,84.1
3375,37.8,150,0,-115.3
2356,38.25,45,0,21.25
5846,38.3,90,0,94.3
477,35,0,0,0
2835,38.7,82.69,12.69,70
1398,37.9,0,0,-50
959,37.78,0,0,50.37
330,38.7,82.69,17,72.12
1234,38.03,90,0,104.9
1365,38.7,82.69,12.69,84.1
1348,38.5,90,0,88.77906
2594,31.5,-65,0,-120
15748,37.8,45,0,18.6
3358,39,-60,0,-180
1105,37.5,79,15,80
770,38.9,15,-75,30
2021,37.5,90,0,104.4
744,38.7,60,-10,53.95
5857,38.7,90,-15,45
68,20,82,82,20
3835,38.7,90,0,110
6072,38,45,60,79
1483,20,15,0,0
759,38.7,82.69,12.69,30
2384,38,82.6,12.6,72.9
994,37.5,90,0,105.6
1069,37.75,28,0,-13.3
1445,38,55,0,55
2347,17,45,0,60
3273,39,82.69,12.69,84.1
1612,20,17,0,0
14440,37.9,36.6,0,0
2409,38,90,90,42.834
3184,14.5,-90,0,-160
1227,38.5,90,0,115.43863
118,38.5,80,-90,135
12120,35,25,0,0
1181,39,-45,0,-101.5
4954,37.95,44.5,0,19.1
1274,38,115,12.69,75
1609,38.1,82.69,0,82
1603,37.78,0,0,-50.306
2104,35,100,80,110
1807,38,-50,-50,-140
8103,39,0,26,0
4035,39,82.69,0,90
1894,38.7,60.21,12.69,40.28
799,37.7,82.69,12.69,69.9
1268,38.7,82.69,20,84.1
762,37.69,0,0,-57.8
5934,38.7,170,12.69,84.1
1630,37.5,70,0,58.12
2258,38.7,82.69,10.5,84.1
15625,37.9,-79,-50,-145.3
1762,37.2,0,0,0
1786,37,82.69,12.69,86
1402,38.3,90,12.69,84.1
2923,38,110,90,77
3417,38.7,82.69,12.69,84.1
13238,10,90,0,0
4201,39,-180,-180,10
3092,38.7,82.69,12.69,79.5
4298,37.95,45.5,0,19.6
2008,37,-42,0,-121
3320,39,48.5,0,30
1596,37.9,45,30,83
1998,38.7,74.1,12.69,84.1
2537,30,-30,0,84.1
94,5,179,0,84.1
1878,38.7,49,16.69,23.5
2645,38.5,86,25,88
13893,37.9,0,0,-50
9989,38.7,60,0,41
5307,38.7,82.69,12.69,80
14830,17,90,0,0
1274,38.7,85,12.69,84.1
2454,38.72,82.69,12.69,84.1
729,38.055,-95,0,89.97
4036,38.7,82.69,0,86.73
5596,38,2,90,180
1930,38.3,70,0,61.5
2741,39,180,90,180
7595,38.7,100,12.69,84.1
8521,39,0,0,-22.5
2563,37.9,-37,0,-122
4242,38.7,82.69,12.69,62
20562,30,89,0,100
8195,38.2,90,0,99.85
8898,38.3,90,0,104.5
2071,33.7,82.69,12.69,84.1
2736,38.7,82.69,12.69,76
2806,39,0,0,180
30760,27,-45,0,-90
5123,37.9,-30,0,-99.1
1317,38,80,10,66.4
7478,38.7,-82.69,12.69,-120
4196,30.7,90,180,160
4145,39,60,12.69,84.1
1811,37.69,0,0,-56.33
13647,38,45,0,24.7
1748,34.7,82.19,12.69,84.11
2359,38,60,0,40.9
4016,37.71,0,0,-56
4588,37.6,145,74,140
2285,38.3,60,0,30
5360,38,45,0,11
1971,38.1,88,8.5,86
2256,38,100,0,110
16103,38.7,82.69,12.69,76
9991,38.7,-45,25,140
24324,38.1,88,8.4,85.05
28329,30,25,0,0
5162,38.7,82.69,12.69,79
5255,37.7,0,0,-47.7
6010,36,82.69,12.69,78
7954,38,82.69,12.69,72.5
5488,39,-60,0,-128
2252,38.3,80,0,81.9
1717,37.95,-120,0,50.95
1502,38.2,90,0,100.1
10440,35,50,0,0
4731,38,-100,-180,-90
2142,38.7,60,0,48.5
5822,37.5,-90,-50,-145.3
2358,39,110,0,105
2172,38,-120,0,80
1765,38.7,82.69,12.69,86
1638,38.7,82.69,12.69,55
4692,38,70,0,59.45
15707,38.7,82.69,12.69,84.1
1582,38.6,82.69,12.69,84.1
3076,39,25,0,30
3529,35,90,60,0
10301,38.7,45,12.69,23
24002,25,0,90,90
1028,38.7,82.69,12.69,74.4
4004,38.03,90,0,98.1
4744,38.1,90,0,105
1612,37.9,0,0,-45.5
2571,37.8,0,0,-55.3
10665,38.69,82.69,12.69,75.4
6807,38.05,82.69,12.69,73.8
3263,38.7,74,0,70.7
2021,38.5,90,0,101.75
70,39,85,-90,135
4144,37.9,104,0,130
7402,38.7,71,12.69,84.1
6284,38,110,90,70
763,35,90,12,65
863,38.5,90,0,116.31731
4325,38.7,90,12.69,83.9
3966,38.7,82.69,14,84.1
526,37.78,30,0,-12.1
3302,38.7,82.69,12.69,84.1
885,38.7,82.69,12.69,75.43
4544,38.7,80,20,130
1287,36,0,0,-50
3103,39,45,45,60
801,37.8,30,0,-8.2
1208,38.2,90,0,99.69
21760,37.5,82.69,12.69,84.1
4643,30,95,25,84.1
1062,38.7,82.69,12.69,76.1
12624,37.9,45,0,16.4
836,39,0,90,95
2341,30,80,12,84
1846,38.5,90,0,117.1821
10955,38,45,0,19.8
10061,38.2,20,20,84.1
2213,37.78,30,0,-9
2124,37.8,0,0,-51
2955,38,90,12.69,86
1288,38.054,-5,90,180
4310,37.4,-140,0,15
23365,38.7,76,8,78
2030,39,85,0,65
258,35,82,82,20
2559,38.7,90,12.69,110
1292,38,43,0,18
2451,38.2,82.69,12.69,81.5
1279,38.03,90,0,93.4
4384,37.7,0,0,-56.4
2146,30,-60,0,84.1
2511,38.7,82.69,12.69,79
7378,38.7,82.69,12.69,84.1
12017,36,90,0,90
2390,38,139,90,115
1110,38.5,90,0,101.291
1137,38.055,-90,0,91.95
3863,35,85,0,73
389,38,45,0,19
1595,38.3,70,0,64.5
1306,38.7,15,15,0
3010,30,60,-60,60
1311,39,90,0,95
4686,38.9,90,0,100.7
2490,15,82.69,12.69,84.1
1703,35.91,27.63,0,10.73
18498,38,81.7,12.69,68.8
1248,38.049,-90,0,91.199
991,38,82.69,12.69,74
2069,38.05,65,0,52.7
512,37,13,12.69,90
3538,36,82.69,12.69,84.1
1068,37.9,90,45,62.8
4991,38,90,90,42.845
9460,37.85,110,90,62.5
1065,38,45,0,19.12
10254,38.7,82.69,12.69,30
6346,38.1,82.69,12.69,74.5
4542,38.7,82.69,12.69,75
4492,39,90,0,72
2291,39,90,90,60
354,39,-120,70,-160
2632,38,80,0,81
2953,38.7,45,90,2
5308,38,90,12.69,84.1
3339,38.5,90,0,107.5
3480,39,-180,-180,-60
6094,38.1,88,8.2,86
8320,38.175,90,58.556,155.699
3725,38.7,82.69,12.69,75.9
2264,37.8,0,0,0
20,35,179,0,0
1336,26.8,70,0,20
4194,25,90,0,40
5198,38.7,82.69,12.69,75.43
2966,37.6,90,0,-180
8205,38.7,76,12.69,84.1
5384,30,48,0,85
1362,37,60,0,48
5846,38.7,82.69,12.69,75.2
758,37,30,0,-1
2240,37.8,90,90,47
5659,38.8,102,0,127.2
1517,38.05,45,0,19
794,37.78,30,0,-8.1
4837,38.2,82.69,12.69,78.1
1360,37.78,0,0,-20
1042,37.8,0,0,-49.4
5243,38.7,82.69,12.69,76.5
23662,37.8,60,-10,47
132,38.1,80,-90,135
2567,38.05,-90,0,94.4
2637,37.6,0,0,-62
7511,37.25,45,0,16
7330,39,90,0,30
3644,39,90,0,100.9
8713,38,90,90,42.8
9572,38.7,90,30,84.1
568,0,0,0,176
3911,38.5,60,90,-6
4663,37.95,85,20,69.5
3605,38.2,-90,0,101.9558753
952,39,102,0,131
2113,38.9,89.69,9.69,89.1
3824,38.7,82.69,12.69,73
2691,38.4,90,10,102.1
7717,37.8,30,0,-5
2354,39,0,0,-32.3
1999,38.68,90,0,101
10436,38.7,82.69,12.69,80
1459,37.5,90,0,138
3247,37,90,0,102.6
572,38.7,82.69,12.69,75.4
3451,38,87,12.69,76.5
1009,37.5,82.69,12.69,84.1
12364,39,0,0,-35
2706,37.9,-36,0,-122
8586,38.7,60,-10,55
1203,38.7,90,0,100
934,38,90,0,105
6564,12,82.69,12.69,84.1
372,35,90,90,0
5620,38.04,-93,0,89.71
7694,38.03,90,0,101.4
4513,35,80,13,153
1208,38.68,90,0,102
4418,38,90,0,96.71
32044,38.5,143,76,131.5
3538,38.7,56.65,15,33.75
1567,39,80,12.69,100
1858,38.5,66.2,0,56.55
2313,38.7,82.69,12.69,74.6
8761,38.7,30,12.69,84.1
1317,38.7,82.69,17,73.9
1206,28,-135,135,-132
3539,38.7,82.69,12.69,84.1
1275,15.54,0,102.41,121.42
1841,37.9,45,0,16.4
4154,38.063,-90,0,92
1772,36,85,90,45
2334,37.5,-20,0,-90
824,38.1,-119.75,0,56.72
2560,30,90,0,20
549,38.7,90,0,101.7
905,37.86,-120,0,31
1130,37.8,45,0,19.2
6761,39,25,0,0
2411,33,90,0,14.56
16711,38,90,0,170
967,38,82.69,12.69,72.83
1957,38.7,82.69,12.69,100
897,39,90,0,101.13
5204,37.8,50,12.69,20.5
1213,39,60,0,47.6
2955,38.7,85.69,12.69,84.1
1205,38.5,90,0,102.197
740,30,60,70,-30
1071,39,-55,0,-121.3
8021,28,108.89,38.89,84.1
197,28,0,0,19
1414,38,0,0,-40
2679,32,90,0,180
3733,38.7,-10,0,-10
1959,35,40,0,100
7274,38.7,-82.69,12.69,-90
5492,37.96,55,71,-11.51
2576,37.8,82.69,12.69,74.5
7482,38.7,82.69,12.69,84.1
1086,37.68,87,90,33
2123,37.8,0,0,-53.9
2527,38.65,82.69,12.69,84.1
1213,38.7,90,0,70
1986,39,85,0,75
326,39,80,0,81
5213,37.8,45,90,109
2262,37.8,75,0,68
1319,26,66,0,25
1869,39,85,12.69,84.1
2385,30,55,0,19
4093,37.7,43,0,13
6052,30.3,90,0,97.162
388,36,0,0,0
3485,38.1,120,30,83.5
5125,38.7,45,12.69,19
3980,38.7,70,180,-45
559,37.8,30,0,-8.1
906,38,90,90,42
2401,38.85,82.69,12.69,84.1
2326,38.5,-120,0,80
3325,37.6,-170,180,160
2428,39,65,0,15
10993,35,90,0,99
5737,35,48,0,84
26449,38.5,60,0,90
14537,38.7,-90,-180,52
992,37.7,0,0,-49
1508,38.9,82.69,12.69,84.1
7009,38.7,82.69,12.69,84.1
956,28.7,90,0,105
1017,38.051,-93,0,89.7
2171,37,82.69,12.69,79
737,37.78,0,0,-50.304
1140,38,82.69,12.69,78
4473,27,60,0,35
2336,39,82.69,0,70
1772,38,88,10,86
1775,38,88,15,86
4496,38,5,0,-28
1632,37.7,50,12.69,18
1771,39,82.69,12.69,90
4405,37.8,45,0,10
6120,38.6,0,90,120
10355,37,100,10,82
1018,38.5,85,0,110
1890,37.65,0,0,-55
5601,38.5,82.69,12.69,84.1
9893,37.72,0,0,-56
1897,38.7,82.69,12.69,84.1
23421,25,90,0,100
4003,38.7,30,12.69,55
1102,26,62,0,25
1384,38.2,90,0,101.48
5455,38.7,90,0,101.8
5890,38.7,90,-15,60
2477,38.7,82.69,12.69,80
3809,39,90,0,95
5383,39,-60,0,-130
2215,38.7,120,12.5,75
4757,38.23,90,0,99.79
2250,37,90,0,80
1339,38.2,90,0,101.6
4035,37.8,-75,0,-135
3359,39,82.69,-30,84.1
840,27,87,0,20
145,39,80,0,92.5
1382,39,15,0,45
1242,38.4,90,0,101.6
965,38,90,0,60
2251,39,-110,120,0
1599,38.7,82.69,12.69,72
601,37.7,0,0,-49.65
1050,39,100,0,85
1509,38.18,70,0,61.8
4588,33,100,0,125
17614,38.2,49,0,25.4
2641,39,110,0,145
2232,37,90,0,122.1
893,37.8,30,0,-2
2528,17,45,0,45
1699,38,100,0,150
1973,37.7,0,0,-67
3194,38.05,82.69,12.69,71.44
3121,38.7,82.69,12.69,50
753,39,90,0,110
5264,38.05,82.69,12.69,69.5
4183,37.8,0,0,-54.8
1804,37.9,45,0,19
1634,38.7,82.69,12.69,72.5
12738,38.3,90,0,101.44
7677,37.7,30,0,-9.5
5272,38.7,84.85,13.69,79.5
710,37.78,0,0,-50.3075
3116,38.179,90,12.69,109.833
6971,37.7,140,12.69,80
1123,37.5,90,0,96.6
900,37.7,0,0,-56.01
1208,37.9,45,40,84.1
2689,38.7,90,12.69,84.1
1528,38.05,85,90,36.5
5052,38.9,90,0,100.9
3678,38.7,82.69,12.69,75
2662,39,60,0,46.9
2428,38.7,78.5,17.5,49.5
1892,37.8,0,0,-49.28
8289,38,70,0,59.1
2786,38,87,12.69,79
4232,38,-95,0,90
1273,39,70,0,66.25
1631,39,45,0,40
18208,38.5,78.69,12.69,84.1
1134,37.5,-15,0,-92
21440,37.8,60,-10,70
3377,37.8,80,0,67
2696,38,5,0,-34
2256,37,82.69,12.69,85
1604,39,0,0,-15
1856,37.8,-15,0,11
984,25,75,-160,180
29851,38,97,12.69,84.1
761,37,150,0,-120
4407,38.7,82.5,23.5,51.5
11051,38.9,90.1,0,101.3
2774,26.89,90,0,94
1129,38.7,180,110,150
1952,38.7,32.3,0,6.8
4282,39,15,0,25
1310,38.89,89.5,10.69,89.5
3439,38.38,90,0,102
1363,38.7,-90,0,75.25
280,35,45,45,30
2145,39,-150,-180,-155
4798,37.8,50,12.69,15.38
2473,37.8,30,0,-8
3288,37.7,45,45,45
1685,37.8,150,0,-115.7
1030,38.5,90,0,101.277
6697,38.5,75,-90,-177.5
7957,38.7,82.69,12.69,84.1
1257,38.03,90,0,94.9
1633,38.1,90,0,100
20266,38.7,70,0,62.8
3402,38.7,82.69,12.69,84.1
10183,38.05,-93.01,0,80.7
2121,37.7,90,90,33.59
3041,37.65,0,0,-59
1048,38.7,180,90,-170
5190,37.7,0,0,-40
10202,36.7,0,0,0
4272,38.1,65,0,58
1572,38,112.5,0,52.5
5095,38.7,90,12.69,89
2696,38.7,90,0,90
3838,38,90,0,42.79
7647,38.2,-95,0,90
969,38.7,87.69,12.69,84.1
1299,38.5,-80,0,150
2781,38.1,60,0,37
3876,38,45,0,19.166
690,38.2,0,0,-50
10160,38.7,82.69,12.69,84.1
1787,38.5,90,0,80.42463
4155,38,67.67,0,55
25491,38,80,12.69,84.1
2151,18,-90,0,0
1264,20,82.69,12.69,84.1
11824,29,80,0,75
928,38,45,0,18.25
1929,36,-170,180,170
27768,38.7,82.69,12.69,80
1249,38.7,82.69,12.69,100
1899,38.7,82.69,12.69,84.1
2086,38.7,90,0,102
1297,38.4,90,0,84.1
3283,35,35,0,10
2616,35,80,0,80
18140,37.5,85,0,77
1278,37.5,-43,0,-130
15634,38.2,90,12.69,86.8
3344,39,90,0,6.5
4077,39,-150,180,170
6684,39,80,0,0
4668,39,100,0,123.49
1981,38.7,97.31,-161.31,-77
2572,30,0,90,180
919,38.7,90,0,-90
880,37.75,30,0,-6
10076,38,-90,0,97.162
1237,37.75,30,0,-9
1214,38.7,90,0,98
847,38.1,82.69,12.69,72.2
2209,37.7,40,12.69,0
1083,38,72.69,12.7,54.5
3157,38.05,82.69,12.69,71.35
6031,39,82.69,68.28,79.54
4236,37,85,12.69,84
2406,38.7,82.69,12.69,84.1
4197,30,-45,-90,-30
4990,38.7,82.69,12.69,75.42
3547,38.7,82.69,12.69,84.1
2359,37.75,82.68,12.68,84.09
2660,39,70,0,70
3389,38.7,60,0,45
4269,37.5,0,0,-180
4275,38.5,45,0,-45
6146,38,-90,0,97.05
553,37.78,0,0,-50.4
7251,38.7,-124,12,45
3739,37.1,90,0,97.1
3792,37.9,110,90,63
4030,39,-150,180,175
1241,38.7,30,0,10
4108,38,45,0,18
5042,37.5,90,0,63.2
1476,37.75,0,0,-51.5
3314,37.9,0,0,-49.5
6717,38,81.3,12.69,67
1709,38.05,75,12.69,84.1
24576,38.7,-150,-90,129.5
239,10,30,0,90
3344,38.68,82.69,12.69,84.1
15201,37.8,82.69,12.69,84.1
3393,25,90,0,115
1118,11.2,82.69,12.69,84.1
17979,38,70,0,59.95
4945,38.1,90,0,90
1410,37.8,0,0,-47
6718,38,150,180,171
1899,39,0,0,60
85,20,0,0,170
2107,38,180,-170,170
1327,37.96,61,81,-15
9001,38.7,10,12.69,84.1
1851,37.77,80,10,86.3
1079,37.5,90,0,100.4
697,38.5,90,0,102.091
2562,38.5,80,0,90
1122,39,90,0,100.78
753,39,80,0,82
1887,38.7,82.69,12.69,71
8533,38.1,82.69,12.69,72.81
730,38,90,0,84
4768,38.7,82.69,12.69,95
1148,38.3,86,16,77
5000,30.7,90,180,150
751,35,82.69,10,80
2009,38.2,66.4,0,56.45
1141,38.7,0,12.69,10
